nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 2145  Val samples: 543

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 2 [210/537] loss=0.1978 mask=0.1601 iou=0.0377
  Epoch 2 [220/537] loss=0.1990 mask=0.1615 iou=0.0375
  Epoch 2 [230/537] loss=0.2002 mask=0.1624 iou=0.0378
  Epoch 2 [240/537] loss=0.1995 mask=0.1619 iou=0.0377
  Epoch 2 [250/537] loss=0.1975 mask=0.1604 iou=0.0370
  Epoch 2 [260/537] loss=0.1976 mask=0.1608 iou=0.0368
  Epoch 2 [270/537] loss=0.1976 mask=0.1606 iou=0.0370
  Epoch 2 [280/537] loss=0.1956 mask=0.1591 iou=0.0365
  Epoch 2 [290/537] loss=0.1958 mask=0.1593 iou=0.0365
  Epoch 2 [300/537] loss=0.1949 mask=0.1586 iou=0.0364
  Epoch 2 [310/537] loss=0.1933 mask=0.1575 iou=0.0358
  Epoch 2 [320/537] loss=0.1932 mask=0.1573 iou=0.0358
  Epoch 2 [330/537] loss=0.1935 mask=0.1574 iou=0.0361
  Epoch 2 [340/537] loss=0.1939 mask=0.1574 iou=0.0364
  Epoch 2 [350/537] loss=0.1940 mask=0.1575 iou=0.0365
  Epoch 2 [360/537] loss=0.1942 mask=0.1576 iou=0.0366
  Epoch 2 [370/537] loss=0.1914 mask=0.1553 iou=0.0361
  Epoch 2 [380/537] loss=0.1900 mask=0.1540 iou=0.0360
  Epoch 2 [390/537] loss=0.1922 mask=0.1553 iou=0.0370
  Epoch 2 [400/537] loss=0.1912 mask=0.1542 iou=0.0370
  Epoch 2 [410/537] loss=0.1903 mask=0.1535 iou=0.0369
  Epoch 2 [420/537] loss=0.1929 mask=0.1553 iou=0.0376
  Epoch 2 [430/537] loss=0.1927 mask=0.1550 iou=0.0378
  Epoch 2 [440/537] loss=0.1930 mask=0.1551 iou=0.0379
  Epoch 2 [450/537] loss=0.1941 mask=0.1558 iou=0.0384
  Epoch 2 [460/537] loss=0.1945 mask=0.1559 iou=0.0386
  Epoch 2 [470/537] loss=0.1940 mask=0.1555 iou=0.0385
  Epoch 2 [480/537] loss=0.1950 mask=0.1561 iou=0.0389
  Epoch 2 [490/537] loss=0.1946 mask=0.1555 iou=0.0391
  Epoch 2 [500/537] loss=0.1946 mask=0.1556 iou=0.0390
  Epoch 2 [510/537] loss=0.1940 mask=0.1549 iou=0.0391
  Epoch 2 [520/537] loss=0.1945 mask=0.1554 iou=0.0391
  Epoch 2 [530/537] loss=0.1946 mask=0.1555 iou=0.0391
  Train: loss=0.1968 mask=0.1574 iou=0.0394 time=286.0s
  Val epoch 2: loss=0.2121

=== Phase1 Epoch 3/49 ===
  Epoch 3 [10/537] loss=0.1346 mask=0.1114 iou=0.0232
  Epoch 3 [20/537] loss=0.1881 mask=0.1434 iou=0.0447
  Epoch 3 [30/537] loss=0.1747 mask=0.1318 iou=0.0430
  Epoch 3 [40/537] loss=0.1575 mask=0.1203 iou=0.0372
  Epoch 3 [50/537] loss=0.1660 mask=0.1277 iou=0.0383
  Epoch 3 [60/537] loss=0.1703 mask=0.1311 iou=0.0392
  Epoch 3 [70/537] loss=0.1786 mask=0.1380 iou=0.0406
  Epoch 3 [80/537] loss=0.1764 mask=0.1364 iou=0.0400
  Epoch 3 [90/537] loss=0.1745 mask=0.1364 iou=0.0381
  Epoch 3 [100/537] loss=0.1813 mask=0.1408 iou=0.0405
  Epoch 3 [110/537] loss=0.1814 mask=0.1401 iou=0.0413
  Epoch 3 [120/537] loss=0.1827 mask=0.1415 iou=0.0412
  Epoch 3 [130/537] loss=0.1811 mask=0.1407 iou=0.0404
  Epoch 3 [140/537] loss=0.1761 mask=0.1370 iou=0.0391
  Epoch 3 [150/537] loss=0.1738 mask=0.1360 iou=0.0378
  Epoch 3 [160/537] loss=0.1770 mask=0.1383 iou=0.0387
  Epoch 3 [170/537] loss=0.1754 mask=0.1371 iou=0.0383
