nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 2145  Val samples: 543

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 2 [190/537] loss=0.1248 mask=0.1032 iou=0.0216
  Epoch 2 [200/537] loss=0.1247 mask=0.1028 iou=0.0219
  Epoch 2 [210/537] loss=0.1255 mask=0.1034 iou=0.0221
  Epoch 2 [220/537] loss=0.1252 mask=0.1034 iou=0.0218
  Epoch 2 [230/537] loss=0.1279 mask=0.1056 iou=0.0223
  Epoch 2 [240/537] loss=0.1293 mask=0.1068 iou=0.0225
  Epoch 2 [250/537] loss=0.1295 mask=0.1067 iou=0.0227
  Epoch 2 [260/537] loss=0.1299 mask=0.1069 iou=0.0230
  Epoch 2 [270/537] loss=0.1295 mask=0.1066 iou=0.0229
  Epoch 2 [280/537] loss=0.1301 mask=0.1068 iou=0.0234
  Epoch 2 [290/537] loss=0.1296 mask=0.1063 iou=0.0234
  Epoch 2 [300/537] loss=0.1285 mask=0.1055 iou=0.0231
  Epoch 2 [310/537] loss=0.1299 mask=0.1063 iou=0.0237
  Epoch 2 [320/537] loss=0.1295 mask=0.1061 iou=0.0234
  Epoch 2 [330/537] loss=0.1280 mask=0.1049 iou=0.0231
  Epoch 2 [340/537] loss=0.1278 mask=0.1047 iou=0.0231
  Epoch 2 [350/537] loss=0.1285 mask=0.1051 iou=0.0233
  Epoch 2 [360/537] loss=0.1274 mask=0.1044 iou=0.0230
  Epoch 2 [370/537] loss=0.1292 mask=0.1055 iou=0.0237
  Epoch 2 [380/537] loss=0.1292 mask=0.1055 iou=0.0237
  Epoch 2 [390/537] loss=0.1296 mask=0.1058 iou=0.0238
  Epoch 2 [400/537] loss=0.1289 mask=0.1051 iou=0.0238
  Epoch 2 [410/537] loss=0.1280 mask=0.1045 iou=0.0235
  Epoch 2 [420/537] loss=0.1280 mask=0.1045 iou=0.0235
  Epoch 2 [430/537] loss=0.1272 mask=0.1040 iou=0.0232
  Epoch 2 [440/537] loss=0.1270 mask=0.1037 iou=0.0233
  Epoch 2 [450/537] loss=0.1269 mask=0.1036 iou=0.0233
  Epoch 2 [460/537] loss=0.1262 mask=0.1030 iou=0.0231
  Epoch 2 [470/537] loss=0.1258 mask=0.1028 iou=0.0230
  Epoch 2 [480/537] loss=0.1257 mask=0.1026 iou=0.0230
  Epoch 2 [490/537] loss=0.1268 mask=0.1035 iou=0.0233
  Epoch 2 [500/537] loss=0.1258 mask=0.1027 iou=0.0231
  Epoch 2 [510/537] loss=0.1255 mask=0.1024 iou=0.0231
  Epoch 2 [520/537] loss=0.1257 mask=0.1025 iou=0.0231
  Epoch 2 [530/537] loss=0.1256 mask=0.1025 iou=0.0231
  Train: loss=0.1282 mask=0.1047 iou=0.0235 time=449.3s
  Val epoch 2: loss=0.2216

=== Phase1 Epoch 3/49 ===
  Epoch 3 [10/537] loss=0.1297 mask=0.0990 iou=0.0307
  Epoch 3 [20/537] loss=0.1260 mask=0.1008 iou=0.0252
  Epoch 3 [30/537] loss=0.1126 mask=0.0911 iou=0.0215
  Epoch 3 [40/537] loss=0.1170 mask=0.0946 iou=0.0224
