nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 880  Val samples: 220

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 0 [370/440] loss=0.4206 mask=0.3637 iou=0.0569
  Epoch 0 [380/440] loss=0.4142 mask=0.3583 iou=0.0559
  Epoch 0 [390/440] loss=0.4088 mask=0.3535 iou=0.0553
  Epoch 0 [400/440] loss=0.4040 mask=0.3493 iou=0.0547
  Epoch 0 [410/440] loss=0.4007 mask=0.3463 iou=0.0544
  Epoch 0 [420/440] loss=0.3957 mask=0.3417 iou=0.0540
  Epoch 0 [430/440] loss=0.3897 mask=0.3367 iou=0.0530
  Epoch 0 [440/440] loss=0.3855 mask=0.3332 iou=0.0523
  Train: loss=0.3855 mask=0.3332 iou=0.0523 time=220.6s
  Val epoch 0: loss=0.2278
  Saved best phase1 model (val_loss=0.2278)

=== Phase1 Epoch 1/49 ===
  Epoch 1 [10/440] loss=0.2412 mask=0.1913 iou=0.0498
  Epoch 1 [20/440] loss=0.2373 mask=0.1878 iou=0.0495
  Epoch 1 [30/440] loss=0.2097 mask=0.1725 iou=0.0372
  Epoch 1 [40/440] loss=0.1975 mask=0.1629 iou=0.0346
  Epoch 1 [50/440] loss=0.2032 mask=0.1695 iou=0.0338
  Epoch 1 [60/440] loss=0.2197 mask=0.1837 iou=0.0360
  Epoch 1 [70/440] loss=0.2167 mask=0.1835 iou=0.0331
  Epoch 1 [80/440] loss=0.2115 mask=0.1796 iou=0.0319
  Epoch 1 [90/440] loss=0.2085 mask=0.1779 iou=0.0306
  Epoch 1 [100/440] loss=0.2093 mask=0.1785 iou=0.0307
  Epoch 1 [110/440] loss=0.2043 mask=0.1751 iou=0.0292
  Epoch 1 [120/440] loss=0.2025 mask=0.1728 iou=0.0297
  Epoch 1 [130/440] loss=0.2046 mask=0.1746 iou=0.0300
  Epoch 1 [140/440] loss=0.1978 mask=0.1689 iou=0.0289
  Epoch 1 [150/440] loss=0.1993 mask=0.1697 iou=0.0296
  Epoch 1 [160/440] loss=0.1981 mask=0.1688 iou=0.0293
  Epoch 1 [170/440] loss=0.1953 mask=0.1671 iou=0.0281
  Epoch 1 [180/440] loss=0.1988 mask=0.1694 iou=0.0295
  Epoch 1 [190/440] loss=0.1949 mask=0.1663 iou=0.0287
  Epoch 1 [200/440] loss=0.1909 mask=0.1631 iou=0.0278
  Epoch 1 [210/440] loss=0.1921 mask=0.1634 iou=0.0287
  Epoch 1 [220/440] loss=0.1891 mask=0.1610 iou=0.0281
  Epoch 1 [230/440] loss=0.1867 mask=0.1593 iou=0.0274
  Epoch 1 [240/440] loss=0.1878 mask=0.1596 iou=0.0282
  Epoch 1 [250/440] loss=0.1875 mask=0.1592 iou=0.0283
  Epoch 1 [260/440] loss=0.1866 mask=0.1582 iou=0.0284
  Epoch 1 [270/440] loss=0.1835 mask=0.1557 iou=0.0278
  Epoch 1 [280/440] loss=0.1875 mask=0.1585 iou=0.0289
  Epoch 1 [290/440] loss=0.1848 mask=0.1564 iou=0.0285
  Epoch 1 [300/440] loss=0.1836 mask=0.1556 iou=0.0280
  Epoch 1 [310/440] loss=0.1835 mask=0.1552 iou=0.0283
  Epoch 1 [320/440] loss=0.1812 mask=0.1534 iou=0.0278
  Epoch 1 [330/440] loss=0.1804 mask=0.1528 iou=0.0276
  Epoch 1 [340/440] loss=0.1813 mask=0.1535 iou=0.0278
  Epoch 1 [350/440] loss=0.1816 mask=0.1537 iou=0.0279
  Epoch 1 [360/440] loss=0.1809 mask=0.1532 iou=0.0277
  Epoch 1 [370/440] loss=0.1803 mask=0.1528 iou=0.0276
  Epoch 1 [380/440] loss=0.1791 mask=0.1518 iou=0.0273
  Epoch 1 [390/440] loss=0.1783 mask=0.1514 iou=0.0270
  Epoch 1 [400/440] loss=0.1781 mask=0.1510 iou=0.0271
  Epoch 1 [410/440] loss=0.1775 mask=0.1507 iou=0.0267
  Epoch 1 [420/440] loss=0.1773 mask=0.1507 iou=0.0266
  Epoch 1 [430/440] loss=0.1774 mask=0.1509 iou=0.0265
  Epoch 1 [440/440] loss=0.1776 mask=0.1510 iou=0.0265
  Train: loss=0.1776 mask=0.1510 iou=0.0265 time=205.8s
  Val epoch 1: loss=0.1812
  Saved best phase1 model (val_loss=0.1812)

=== Phase1 Epoch 2/49 ===
  Epoch 2 [10/440] loss=0.1474 mask=0.1231 iou=0.0243
  Epoch 2 [20/440] loss=0.1751 mask=0.1429 iou=0.0322
  Epoch 2 [30/440] loss=0.1844 mask=0.1549 iou=0.0296
  Epoch 2 [40/440] loss=0.1910 mask=0.1614 iou=0.0296
  Epoch 2 [50/440] loss=0.1717 mask=0.1461 iou=0.0256
  Epoch 2 [60/440] loss=0.1606 mask=0.1358 iou=0.0248
  Epoch 2 [70/440] loss=0.1605 mask=0.1378 iou=0.0227
  Epoch 2 [80/440] loss=0.1566 mask=0.1353 iou=0.0213
  Epoch 2 [90/440] loss=0.1652 mask=0.1410 iou=0.0241
  Epoch 2 [100/440] loss=0.1634 mask=0.1401 iou=0.0233
  Epoch 2 [110/440] loss=0.1635 mask=0.1405 iou=0.0230
  Epoch 2 [120/440] loss=0.1641 mask=0.1412 iou=0.0229
  Epoch 2 [130/440] loss=0.1636 mask=0.1408 iou=0.0228
  Epoch 2 [140/440] loss=0.1657 mask=0.1417 iou=0.0240
  Epoch 2 [150/440] loss=0.1717 mask=0.1466 iou=0.0251
  Epoch 2 [160/440] loss=0.1741 mask=0.1485 iou=0.0255
  Epoch 2 [170/440] loss=0.1781 mask=0.1523 iou=0.0258
  Epoch 2 [180/440] loss=0.1743 mask=0.1490 iou=0.0253
  Epoch 2 [190/440] loss=0.1745 mask=0.1492 iou=0.0252
  Epoch 2 [200/440] loss=0.1748 mask=0.1497 iou=0.0251
  Epoch 2 [210/440] loss=0.1777 mask=0.1520 iou=0.0257
  Epoch 2 [220/440] loss=0.1760 mask=0.1504 iou=0.0257
  Epoch 2 [230/440] loss=0.1738 mask=0.1485 iou=0.0253
  Epoch 2 [240/440] loss=0.1703 mask=0.1456 iou=0.0247
  Epoch 2 [250/440] loss=0.1691 mask=0.1447 iou=0.0244
  Epoch 2 [260/440] loss=0.1663 mask=0.1424 iou=0.0239
  Epoch 2 [270/440] loss=0.1644 mask=0.1411 iou=0.0233
  Epoch 2 [280/440] loss=0.1638 mask=0.1405 iou=0.0233
  Epoch 2 [290/440] loss=0.1633 mask=0.1402 iou=0.0231
  Epoch 2 [300/440] loss=0.1632 mask=0.1401 iou=0.0231
  Epoch 2 [310/440] loss=0.1629 mask=0.1399 iou=0.0230
  Epoch 2 [320/440] loss=0.1622 mask=0.1393 iou=0.0229
  Epoch 2 [330/440] loss=0.1613 mask=0.1388 iou=0.0226
  Epoch 2 [340/440] loss=0.1606 mask=0.1381 iou=0.0224
  Epoch 2 [350/440] loss=0.1582 mask=0.1361 iou=0.0221
  Epoch 2 [360/440] loss=0.1578 mask=0.1355 iou=0.0223
  Epoch 2 [370/440] loss=0.1585 mask=0.1358 iou=0.0227
  Epoch 2 [380/440] loss=0.1576 mask=0.1352 iou=0.0224
  Epoch 2 [390/440] loss=0.1561 mask=0.1342 iou=0.0220
  Epoch 2 [400/440] loss=0.1551 mask=0.1333 iou=0.0219
  Epoch 2 [410/440] loss=0.1542 mask=0.1325 iou=0.0217
  Epoch 2 [420/440] loss=0.1529 mask=0.1315 iou=0.0214
  Epoch 2 [430/440] loss=0.1527 mask=0.1313 iou=0.0214
  Epoch 2 [440/440] loss=0.1534 mask=0.1318 iou=0.0217
  Train: loss=0.1534 mask=0.1318 iou=0.0217 time=203.2s
  Val epoch 2: loss=0.1714
  Saved best phase1 model (val_loss=0.1714)

=== Phase1 Epoch 3/49 ===
  Epoch 3 [10/440] loss=0.1764 mask=0.1449 iou=0.0315
  Epoch 3 [20/440] loss=0.1850 mask=0.1543 iou=0.0307
  Epoch 3 [30/440] loss=0.1671 mask=0.1419 iou=0.0252
  Epoch 3 [40/440] loss=0.1791 mask=0.1528 iou=0.0263
  Epoch 3 [50/440] loss=0.1692 mask=0.1439 iou=0.0253
  Epoch 3 [60/440] loss=0.1634 mask=0.1383 iou=0.0250
  Epoch 3 [70/440] loss=0.1563 mask=0.1340 iou=0.0224
  Epoch 3 [80/440] loss=0.1475 mask=0.1271 iou=0.0204
  Epoch 3 [90/440] loss=0.1542 mask=0.1329 iou=0.0213
  Epoch 3 [100/440] loss=0.1600 mask=0.1381 iou=0.0219
  Epoch 3 [110/440] loss=0.1572 mask=0.1361 iou=0.0211
  Epoch 3 [120/440] loss=0.1574 mask=0.1358 iou=0.0215
  Epoch 3 [130/440] loss=0.1543 mask=0.1330 iou=0.0213
  Epoch 3 [140/440] loss=0.1529 mask=0.1321 iou=0.0209
  Epoch 3 [150/440] loss=0.1485 mask=0.1286 iou=0.0199
  Epoch 3 [160/440] loss=0.1561 mask=0.1343 iou=0.0218
  Epoch 3 [170/440] loss=0.1559 mask=0.1341 iou=0.0218
  Epoch 3 [180/440] loss=0.1570 mask=0.1352 iou=0.0217
  Epoch 3 [190/440] loss=0.1545 mask=0.1331 iou=0.0213
  Epoch 3 [200/440] loss=0.1553 mask=0.1336 iou=0.0217
  Epoch 3 [210/440] loss=0.1530 mask=0.1318 iou=0.0212
  Epoch 3 [220/440] loss=0.1498 mask=0.1289 iou=0.0208
  Epoch 3 [230/440] loss=0.1475 mask=0.1270 iou=0.0205
  Epoch 3 [240/440] loss=0.1475 mask=0.1267 iou=0.0208
  Epoch 3 [250/440] loss=0.1458 mask=0.1254 iou=0.0204
